player_name,team,age,matches_played,matches_started,minutes_played,own_goals,goals,assists,shots,shots_on_target,shot_distance,free_kicks,penalty_kicks,pass_attempted,pass_completed,pass_distance,pass_final_third,pass_18_yard,crosses_18_yard,pass_before_shot,corner_kicks,chance_created,shot_creation_actions,goal_creation_actions,blocks,interceptions,aerial_battles_won,aerial_battles_lost,touches_defensive_pen,touches_defensive_third,touches_attacking_pen,touches_attacking_third,yellow_card,yellow_card_2nd,red_card,fouls_commited,fouls_drawn,offsides,penalty_won,penalty_conceded
Cheikhou Kouyaté,Nott'ham Forest,33,12,9,704,0,1,0,0.64,0.64,17.1,0,0,26.4,20.4,326.3,1.41,0.26,0,0.64,0,0.64,0.9,0,3.34,0.64,1.79,0.64,3.46,13.5,1.28,6.54,0.26,0,0,1.92,0.9,0,0,0
Mateo Kova?i?,Chelsea,28,15,7,835,0,0,0.11,1.29,0,25.6,0,0,68.9,57.7,951.9,8.39,1.29,0.11,1.08,0,1.73,3.01,0.22,1.08,1.29,0.43,0.75,1.83,14,0.32,15.3,0.32,0,0,1.08,0.54,0,0,0
Emil Krafth,Newcastle Utd,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dejan Kulusevski,Tottenham,22,15,13,1132,0,2,0.4,1.67,0.48,17.2,0,0,33.4,25.5,350.9,0.63,1.67,0.48,1.98,0.71,2.14,4.13,0.63,1.58,0.16,0.24,0.24,1.03,7.46,5.32,23.7,0,0,0,1.19,1.03,0.08,0,0
Layvin Kurzawa,Fulham,30,3,2,135,0,0,0,0,0,0,0,0,27.3,18.7,272,0.67,0.67,0.67,0,0,0,0,0,1.34,1.33,0,1.33,5.33,23.3,0,7.33,0.67,0,0,0.67,0,0,0,0
Adam Lallana,Brighton,34,16,12,722,0,2,0.13,1,0.63,13.3,0,0,39.6,32.8,379.1,2.88,1.13,0.13,1.75,0.13,1.75,2.75,0.25,1.5,0.25,1,1.13,0.75,5.38,4.13,18.9,0,0,0,0.25,0.88,0,0,0
Tariq Lamptey,Brighton,22,18,2,409,0,0,0,0.67,0,17.3,0,0,59.1,46.4,675.6,2.67,1.78,1.11,0.67,0,0.89,2.67,0,2.22,1.33,0.44,1.33,3.11,15.8,3.56,33.3,0.22,0,0,1.33,2.67,0,0,0
Manuel Lanzini,West Ham,29,5,1,126,0,0,0,1.43,0,31,0,0,59.3,48.6,785,4.29,1.43,0,0,0,0,1.43,0,1.42,0,0,0.71,0,10.7,0,15.7,0,0,0,0.71,0,0.71,0,0
Aymeric Laporte,Manchester City,28,5,4,376,0,0,0,1.67,0,16.8,0,0,74.8,68.6,1166.9,7.62,1.19,0,0.71,0,0.95,0.95,0,2.86,0.24,3.33,1.67,8.1,26.4,1.67,16.4,0,0,0,0,0.48,0,0,0
Juan Larios,Southampton,19,5,2,152,0,0,0,0,0,0,0,0,48.2,37.1,518.2,2.94,0,0,0,0,0,0.59,0.59,2.36,1.76,1.18,2.94,5.88,18.8,1.18,11.8,0,0,0,0.59,0,0,0,0
Jamaal Lascelles,Newcastle Utd,29,4,1,107,0,0,0,0.83,0,8.5,0,0,21.7,17.5,360.8,0.83,0,0,0,0,0,0,0,5,0,3.33,0.83,12.5,23.3,0.83,0.83,2.5,0,0,3.33,1.67,0,0,0
Roméo Lavia,Southampton,19,13,11,893,0,1,0,0.51,0.2,25.7,0,0,37.9,32.8,589.4,4.55,0.51,0,0.51,0.1,0.71,1.31,0,4.24,1.62,0.4,0.3,1.62,10.1,0,7.98,0.4,0,0,1.01,1.92,0,0,0
Dexter Lembikisa,Wolves,19,1,0,23,0,0,0,0,0,0,0,0,43.3,33.3,600,6.67,0,0,0,0,0,3.33,0,0,0,0,3.33,0,10,0,10,0,0,0,0,0,0,0,0
Mario Lemina,Wolves,29,4,3,192,0,0,0,0.48,0,32.7,0,0,43.3,38.1,639,1.43,1.43,0.48,0.48,0,0.48,0.95,0,5.72,0.95,1.9,0,4.29,18.1,0,8.57,1.43,0.48,0.48,1.43,0.95,0,0,0
Clément Lenglet,Tottenham,27,13,11,935,0,0,0.19,0.67,0,15.7,0,0,69.2,60.8,1143,3.94,0.38,0.29,0.48,0,0.48,1.06,0.29,2.89,0.96,2.21,1.06,8.65,39.5,0.77,5,0.19,0,0,0.77,0.96,0,0,0
Bernd Leno,Fulham,30,21,21,1890,0,0,0,0,0,0,0,0,37,29.1,725.6,0.38,0,0,0.05,0,0.05,0.1,0,0,0,0.38,0,31,39.4,0,0,0.1,0,0,0,0.05,0,0,0
Jefferson Lerma,Bournemouth,28,22,22,1973,0.05,2,0,0.73,0.14,16.2,0,0,43.2,35.3,553.3,3.11,0.59,0.05,0.41,0,0.55,1.28,0,1.56,1.1,1.92,1.14,5.62,18.3,1.23,8.68,0.14,0,0,0.91,1.14,0.09,0,0.09
Jamal Lewis,Newcastle Utd,25,1,0,8,0,0,0,0,0,0,0,0,120,100,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,50,0,0,0,0,0,0,0,0
Rico Lewis,Manchester City,18,9,5,453,0,0,0,0.2,0.2,26.3,0,0,69.2,63.6,920.6,3.2,1.2,0.6,1.2,0,1.2,2.2,0,0.8,0.4,0,0.2,1.8,12.4,1.2,20.6,0.2,0,0,0.8,1.6,0,0,0
Keane Lewis-Potter,Brentford,21,9,3,306,0,0,0.29,2.06,0.59,14.1,0,0,20.6,11.8,143.8,0,0.59,0.29,1.47,0,1.76,2.35,0.59,2.94,0,0.59,1.18,1.18,6.18,5.29,18.2,0,0,0,0.29,1.18,0.29,0,0
Victor Lindelöf,Manchester Utd,28,8,4,452,0,0,0,0,0,0,0,0,63.2,58.4,1029.8,3.4,0,0,0,0,0,0,0,2,1,2.4,1,8.6,36,0,2,0,0,0,0.4,0,0,0,0
Jesse Lingard,Nott'ham Forest,30,14,11,861,0,0,0,1.04,0.21,19.3,0,0,27.7,22,329.2,2.71,0.73,0.1,1.04,0,1.1400000000000001,2.5,0.21,2.08,0.42,0.1,0.21,0.73,4.27,1.46,12.4,0.1,0,0,0.83,0.83,0.21,0,0
Diego Llorente,Leeds United,29,8,7,649,0,0,0,0.83,0,12.5,0,0,59.6,49.4,967.9,2.36,0,0,0,0,0,0.83,0.14,1.67,2.08,2.5,0.97,8.19,39.3,0.83,2.08,0.14,0,0,0.83,0.28,0,0,0
Hugo Lloris,Tottenham,36,21,21,1890,0.05,0,0,0,0,0,0,0,29.8,23.5,566,0.57,0,0,0,0,0,0.24,0,0,0.05,0.29,0.14,29.7,32.4,0,0,0,0,0,0,0.1,0,0,0
Renan Lodi,Nott'ham Forest,24,14,13,1099,0,0,0,0.74,0,20.3,0.16,0,42.9,30.2,528.4,1.31,0.82,0.41,0.49,0.57,0.49,1.56,0.08,2.14,1.48,0.9,1.07,3.85,20.3,0.74,12.6,0.16,0,0,1.23,1.8,0.08,0,0
Ruben Loftus-Cheek,Chelsea,27,15,13,1032,0.09,0,0,0.78,0.17,18.6,0,0,53.4,45.5,686.6,4.96,0.87,0,0.61,0,0.7,1.91,0.17,1.56,0.7,1.65,1.74,2.35,11.7,2.78,17.8,0.09,0,0,0.52,2.35,0.09,0,0
Sean Longstaff,Newcastle Utd,25,22,18,1685,0,1,0.16,1.07,0.32,16.1,0,0,42.5,33.4,559.9,3.1,0.8,0.21,0.96,0.11,1.28,2.35,0.21,2.99,0.64,0.91,1.07,1.76,10.1,2.51,14.8,0.11,0,0,1.02,1.34,0.11,0,0
Jamal Lowe,Bournemouth,28,2,0,12,0,0,0,0,0,0,0,0,40,20,180,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Douglas Luiz,Aston Villa,24,20,16,1434,0,2,0.25,1.07,0.38,26.2,0.13,0,58.9,48.7,842.1,3.27,0.69,0.19,1.64,2.58,1.8299999999999998,3.21,0.31,2.76,1.38,1.07,0.94,1.89,16.4,0.44,13.8,0.13,0,0.06,1.57,1.26,0.06,0,0
Saa Luki?,Fulham,26,1,0,1,0,0,0,0,0,0,0,0,5,4,49,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
Lyanco,Southampton,26,13,7,697,0,0,0,1.04,0.39,21.4,0,0,44.2,31.3,581.7,2.6,0.13,0,0.13,0,0.26,0.78,0,2.5999999999999996,1.56,2.34,1.17,5.84,26,0.91,5.06,0.52,0,0,1.43,0.78,0,0,0
Alexis Mac Allister,Brighton,24,18,17,1547,0.06,5,0,2.03,0.76,24.7,0.35,0.17,57.8,51.1,839.1,4.88,0.7,0.06,1.05,0.41,1.22,2.5,0.23,1.6300000000000001,1.16,0.7,0.29,1.86,14,0.93,16.5,0.35,0,0,1.1,1.4,0,0,0
James Maddison,Leicester City,26,16,15,1273,0,9,0.35,3.19,1.06,20.2,0.5,0,45.9,35.3,595.6,5.04,0.92,0.14,2.48,2.55,2.69,4.61,0.5,1.14,0.64,0.14,0.5,0.64,5.53,4.04,24.3,0.43,0,0,1.21,2.55,0.14,0,0
Noni Madueke,Chelsea,20,2,1,112,0,0,0,1.67,0.83,18.6,0,0,47.5,37.5,526.7,4.17,1.67,0,1.67,0.83,1.67,1.67,0,8.33,0,0,0.83,0,8.33,3.33,29.2,0,0,0,0.83,0.83,0,0,0
Harry Maguire,Manchester Utd,29,9,4,391,0,0,0,0.23,0,5.7,0,0,57,50,969.5,4.42,0,0,0.23,0,0.23,0.47,0,6.04,1.63,2.09,1.86,7.91,34.7,0.93,3.95,0.7,0,0,0.7,0.47,0,0,0
Riyad Mahrez,Manchester City,31,16,10,898,0,4,0.3,2.4,0.9,15.6,0.1,0,56.8,47.9,792.4,2.2,2.4,0.6,2.3,2.7,2.8,5.7,1.1,2.4,0.4,0.3,0.8,0.3,3.9,5.7,39.7,0.2,0,0,0.7,1.7,0.3,0,0
Ainsley Maitland-Niles,Southampton,25,11,6,634,0,0,0,0,0,0,0,0,42.4,34.6,571.3,4,0.86,0.43,0.86,0,1,1.71,0,3.42,1.29,1,0.86,4,17.6,0.57,9,0.43,0,0,0.57,0.57,0,0,0
Tyrell Malacia,Manchester Utd,23,13,9,845,0,0,0,0.32,0.11,20.7,0,0,47.6,39.5,550.6,2.55,0.21,0,0.11,0.21,0.11,0.43,0,1.91,1.6,0.53,0.32,3.72,22.7,0.74,13.9,0.32,0,0,2.23,0.85,0.11,0,0
Orel Mangala,Nott'ham Forest,24,14,10,693,0,0,0,0.78,0.13,21.6,0,0,35.8,28.8,433.4,2.34,0.26,0,0.26,0,0.39,1.17,0,2.08,1.3,0.78,0.52,1.56,9.22,0.65,8.18,0.13,0,0,1.17,1.56,0,0,0
Javier Manquillo,Newcastle Utd,28,1,0,11,0,0,0,0,0,0,0,0,70,40,680,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,40,0,0,0,0,0,0,0,0
Sekou Mara,Southampton,20,14,3,327,0,0,0.28,3.89,0.56,15.6,0,0,15.6,11.1,152.5,1.67,0.56,0,1.11,0,1.3900000000000001,2.22,0.56,2.22,0,4.17,6.11,0.28,3.89,4.44,16.7,0,0,0,3.33,1.11,0.83,0,0
Solly March,Brighton,28,21,21,1807,0,5,0.2,2.34,0.9,16.9,0.05,0,42.7,31,555.7,2.04,1.54,0.45,1.54,1.79,1.6400000000000001,3.93,0.35,2.48,0.9,1.14,1.54,1.79,6.82,4.23,30.6,0.1,0,0,1.59,1.49,0.45,0,0
Emiliano Marcondes,Bournemouth,27,1,0,9,0,0,0,0,0,0,0,0,10,10,560,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0
Marquinhos,Arsenal,19,1,0,1,0,0,0,0,0,0,0,0,3,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anthony Martial,Manchester Utd,27,9,6,458,0,3,0.39,2.16,0.98,12.9,0,0.2,26.1,21,258,1.76,0.78,0,0.98,0,1.37,1.76,0.78,1.18,0.2,0.98,0.59,0.59,0.98,4.51,19.2,0,0,0,0.78,0.59,0.59,0.2,0
Martinelli,Arsenal,21,21,21,1726,0,7,0.1,2.71,0.94,16.5,0.1,0,36.7,26.8,428.4,1.25,1.41,0.16,1.93,2.71,2.14,4.32,0.57,1.6600000000000001,0.36,0.47,1.88,0.47,4.43,7.45,32.3,0.1,0,0,1.3,1.3,0.26,0,0
Emiliano Martínez,Aston Villa,30,19,19,1654,0,0,0,0,0,0,0,0,35.3,26.2,695.3,0.71,0,0,0.11,0,0.16,0.16,0,0,0.05,0.27,0,31.3,37.4,0,0,0.16,0,0,0,0.16,0,0,0
Lisandro Martínez,Manchester Utd,25,20,18,1568,0,1,0,0.23,0.06,16.9,0,0,65,56.4,1013.4,3.85,0.29,0,0.29,0,0.63,0.86,0,4.02,1.49,1.49,1.21,12.6,40.2,0.34,2.53,0.23,0,0,0.98,0.46,0,0,0
Pape Matar Sarr,Tottenham,20,4,1,137,0,0,0,0.67,0,28,0,0,64.7,60,891.3,4.67,0,0,0.67,0,0.67,0.67,0,0,3.33,0.67,1.33,5.33,27.3,0.67,9.33,0.67,0,0,2,2,0,0,0
Jean-Philippe Mateta,Crystal Palace,25,18,4,511,0,1,0,3.16,1.05,12.3,0,0,18.4,13,153,0.7,0,0,0.88,0,0.88,1.05,0.18,1.06,0.35,3.51,5.44,2.11,4.56,4.39,14.7,0.35,0,0,1.75,0.88,0.7,0,0
Joël Matip,Liverpool,31,9,7,642,0.14,0,0,0,0,0,0,0,67.7,57.3,1061.8,4.08,0.7,0,0.28,0,0.28,1.27,0,1.12,1.41,1.13,1.97,10,39.9,0.56,4.23,0.14,0,0,0.56,0.56,0.14,0,0
Neal Maupay,Everton,26,14,7,712,0,1,0,2.03,0.89,14.9,0,0,19.5,14.6,190.3,0.76,0.25,0,0.63,0,0.63,1.14,0,1.02,0.25,1.27,2.91,0.13,2.28,3.16,14.1,0.38,0,0,1.27,2.03,0.13,0,0
Kevin Mbabu,Fulham,27,6,1,144,0,0,0.63,0,0,0,0,0,58.8,42.5,656.9,2.5,3.13,1.88,1.25,0,1.25,1.88,0.63,2.5,1.88,1.25,3.75,2.5,23.8,0,23.8,0.63,0,0,2.5,0,0,0,0
Bryan Mbeumo,Brentford,23,22,22,1657,0,5,0.11,1.96,0.92,17.4,0,0.05,27.3,18.2,283.9,0.82,1.36,0.43,1.36,1.9,1.52,2.55,0.38,1.2,0.22,0.92,1.79,0.65,5.71,3.37,21.1,0.22,0,0,0.71,0.65,0.16,0,0
John McGinn,Aston Villa,28,17,14,1223,0,0,0.07,1.54,0.37,23.8,0,0,38.8,29.2,530.3,4.56,0.81,0.29,0.59,0.66,0.74,2.43,0.37,3.67,0.88,0.96,0.66,1.25,8.24,1.18,13.3,0.29,0,0,1.47,1.91,0,0.07,0
Scott McKenna,Nott'ham Forest,26,18,17,1462,0,0,0,0.12,0,8.2,0,0,42.8,34,678.5,2.1,0.19,0.06,0.43,0,0.43,0.56,0.06,2.46,0.68,1.91,1.36,9.01,29.9,0.99,2.41,0.25,0,0,0.49,0.25,0,0,0.06
Weston McKennie,Leeds United,24,2,1,123,0,0,0,0,0,0,0,0,43.6,30,430.7,2.86,0.71,0,0,0,0,0.71,0,5.72,2.14,4.29,0.71,4.29,16.4,0,12.1,0.71,0,0,2.86,0,0,0,0
Dwight McNeil,Everton,23,19,11,981,0,2,0.18,1.19,0.18,18.9,0,0,36.7,26.5,446.5,1.56,1.1,0.46,1.38,2.48,1.5599999999999998,3.67,0.37,3.3,0.73,0.37,1.01,1.47,8.81,1.93,21.3,0.18,0,0,0.37,0.64,0.09,0,0
Scott McTominay,Manchester Utd,26,15,7,753,0,0,0,0.83,0.36,14.2,0,0,31.8,25.7,410.1,2.02,0.12,0,0.36,0,0.48,1.43,0,1.67,1.07,2.38,1.67,5.95,15.7,1.67,9.4,0.6,0,0,2.26,0.6,0,0,0.12
Ben Mee,Brentford,33,21,21,1838,0,3,0,0.74,0.2,9.5,0,0,49.4,37,705.6,1.72,0.2,0,0.15,0,0.15,0.54,0,3.4299999999999997,1.37,3.82,2.21,8.28,31.9,1.86,4.22,0.05,0,0,0.49,0.49,0.05,0,0
Edouard Mendy,Chelsea,30,9,8,765,0,0,0,0,0,0,0,0,31.5,25.1,586.7,0.47,0,0,0,0,0,0,0,0,0,0.24,0,29.1,33.3,0,0,0.12,0,0,0,0.24,0,0,0
Nampalys Mendy,Leicester City,30,11,3,420,0,1,0,0.43,0.21,21.1,0,0,51.7,44.9,693.2,1.91,0.21,0,0.21,0,0.21,0.85,0,3.41,1.49,0.21,1.06,1.28,15.5,0.21,4.04,0,0,0,0.64,1.28,0,0,0
Chris Mepham,Bournemouth,25,18,17,1559,0.06,0,0,0.35,0.12,11.8,0,0,40.7,33.6,631.4,1.45,0.12,0,0.17,0,0.17,0.29,0,3.4699999999999998,0.92,1.85,1.16,12,34.7,0.4,0.98,0.29,0,0,0.69,0.35,0,0,0
Illan Meslier,Leeds United,22,21,21,1890,0,0,0,0,0,0,0,0,30.3,18.2,456.2,0.33,0.05,0,0,0,0,0.1,0,0,0.05,0.29,0.05,26.7,32.6,0,0.05,0.1,0,0,0.05,0.1,0,0,0
Alexander Mighten,Nott'ham Forest,20,1,0,8,0,0,0,0,0,0,0,0,10,10,110,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,10,0,0,0
Luka Milivojevi?,Crystal Palace,31,11,2,293,0,0,0,1.52,0,25.4,0.3,0,49.1,40,683.6,3.33,0.3,0,0.61,0,0.61,0.61,0,4.84,1.82,1.82,0.61,4.85,21.8,0,10.6,0,0,0,2.42,0.61,0,0,0
James Milner,Liverpool,37,14,5,546,0,0,0.16,0.98,0.16,16.2,0,0,68.9,51,941,5.74,1.8,0.66,1.48,1.8,1.64,4.43,0.33,3.61,1.64,1.15,1.48,2.46,18.7,3.28,27,0.16,0,0,1.15,1.31,0,0,0
Yerry Mina,Everton,28,3,3,234,0,1,0,1.15,0.77,12.4,0,0,66.9,60,1054.2,3.85,0,0,0,0,0,0.38,0,1.5299999999999998,0.77,2.69,2.69,9.62,35.4,1.15,3.46,0.38,0,0,1.54,1.15,0,0,0
Tyrone Mings,Aston Villa,29,19,19,1710,0.05,0,0.05,0.05,0,19.1,0,0,49.9,41.9,831.1,3.05,0.16,0,0.16,0,0.21000000000000002,0.79,0.16,2.32,1.68,1.58,0.89,9.47,32.8,0.58,1.89,0.21,0,0,0.68,0.63,0.05,0.05,0
Tyrick Mitchell,Crystal Palace,23,20,18,1460,0,0,0.12,0.19,0.06,11.3,0,0,49.8,35.3,573,3.33,0.68,0.31,0.49,0,0.49,1.05,0.12,2.72,1.3,0.86,0.86,3.77,21.9,0.99,12,0.25,0,0.06,1.05,0.43,0,0,0
Kaoru Mitoma,Brighton,25,16,9,930,0,5,0.1,1.84,1.07,12.3,0,0,43.4,34.8,474.6,1.55,1.46,0,1.26,0.19,1.36,3.69,0.58,2.34,0.39,0.68,0.39,1.07,7.67,5.92,29.3,0,0,0,0.49,0.97,0.39,0,0
Aleksandar Mitrovi?,Fulham,28,19,19,1633,0,11,0.06,4.2,1.33,15.1,0,0.17,21.9,13.2,204.5,1.16,0.39,0.06,0.83,0,1.05,2.93,0.5,1.6600000000000001,0.17,4.64,4.64,1.22,3.65,6.57,15.5,0.28,0,0,1.6,1.71,0.66,0.11,0
Kieffer Moore,Bournemouth,30,20,12,1119,0,4,0,1.37,0.48,11,0,0,25.6,15,206.9,1.29,0.4,0,0.32,0,0.32,1.29,0.16,1.6099999999999999,0.08,4.44,4.11,2.34,3.87,3.31,11.7,0,0,0,1.77,2.26,0.08,0,0
Andrew Moran,Brighton,19,1,0,12,0,0,0,0,0,0,0,0,20,10,130,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Álex Moreno,Aston Villa,29,3,1,216,0,0,0,2.5,0.42,19.1,0,0,69.2,48.3,634.6,1.25,1.25,0.83,1.25,0,1.25,2.08,0,1.67,0,0.83,0.42,2.92,20.4,3.75,26.3,0.42,0,0,2.5,1.67,0,0,0
Mason Mount,Chelsea,24,21,19,1539,0,3,0.12,1.81,0.53,19.2,0.12,0,43.2,32.5,488.1,3.1,1.46,0.29,1.7,1.99,1.99,3.16,0.41,2.46,0.41,0.47,0.7,0.99,6.14,3.22,24.9,0.18,0,0,1.4,1.52,0.06,0,0
Lucas Moura,Tottenham,30,8,0,98,0,0,0,0.91,0,11.9,0,0,49.1,34.5,448.2,1.82,3.64,0.91,0.91,0.91,0.91,4.55,0,0,1.82,1.82,0.91,0,9.09,4.55,34.5,0,0,0,0.91,2.73,0,0,0
João Moutinho,Wolves,36,20,16,1396,0,0,0.13,0.77,0.06,20.7,0.19,0,53.4,43.7,813.8,5.68,1.23,0.26,1.81,1.23,2.13,3.23,0.19,2.45,0.9,0.39,1.1,2.19,12.8,0.58,15.4,0.13,0,0,1.48,0.65,0.06,0,0
Divin Mubama,West Ham,18,1,0,4,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mykhailo Mudryk,Chelsea,22,3,2,147,0,0,0,0.63,0,6.1,0,0,31.3,25,264.4,3.13,1.88,0,0,0,0.63,2.5,0,1.26,0,0.63,1.25,0.63,10,5,18.1,0,0,0,0.63,1.88,0,0,0
Jacob Murphy,Newcastle Utd,27,22,5,557,0,1,0.16,1.94,0.81,17.5,0,0,30.3,18.9,278.2,0.48,2.26,0.32,1.13,0.48,1.7799999999999998,2.9,0.32,2.58,0.32,0.32,0.81,0.97,4.68,5.32,23.2,0,0,0,1.13,0.65,0.16,0,0
Enock Mwepu,Brighton,25,6,2,213,0,0,0.42,0.83,0.42,16.7,0,0,32.5,25.4,341.3,2.08,0.83,0,1.25,0,1.25,2.92,0.83,2.5,0.42,0,2.92,0.42,5,2.92,22.1,0,0,0,0.83,0.42,0.83,0,0
Vitaliy Mykolenko,Everton,23,21,21,1778,0,0,0,0.35,0.1,22.6,0,0,45.7,34.8,548.4,3.18,0.86,0.4,0.66,0.1,0.7100000000000001,1.57,0.1,3.34,1.31,0.71,1.26,3.99,19.5,0.81,12.4,0.15,0,0,0.96,0.66,0,0,0
Keylor Navas,Nott'ham Forest,36,2,2,180,0,0,0,0,0,0,0,0,40,23,714.5,0.5,0,0,0,0,0,0,0,0,0,0,0,37.5,42,0,0,0,0,0,0,0,0,0,0
Wilfred Ndidi,Leicester City,26,15,10,898,0,0,0,0.5,0.2,23.6,0,0,58.3,50.7,778.3,4,0,0,0.1,0,0.1,0.7,0.1,3.4,1.7,0.9,1.4,4.7,23.1,0.4,6,0.3,0,0,1.7,0.7,0,0,0.1
Reiss Nelson,Arsenal,23,2,0,65,0,2,1.43,4.29,4.29,9.5,0,0,55.7,50,581.4,0,2.86,1.43,2.86,0,2.86,5.71,2.86,0,0,0,1.43,0,7.14,11.4,51.4,0,0,0,2.86,2.86,0,0,0
Neto,Bournemouth,33,12,12,1035,0,0,0,0,0,0,0,0,30.1,18.9,623.3,0.7,0,0,0,0,0,0,0,0,0,0.17,0.17,27.5,32.2,0,0,0.26,0,0,0,0.26,0,0,0
Pedro Neto,Wolves,22,8,8,599,0,0,0,1.64,0.3,20.7,0,0,35.8,26.4,433.6,1.19,0.9,0.45,1.94,2.99,1.94,4.03,0.45,0.6,0.45,0,0.45,0.3,5.82,5.52,29.4,0.15,0,0,0.75,1.04,0.3,0,0
Rúben Neves,Wolves,25,21,21,1890,0,5,0,1.9,0.38,27,0.38,0.1,62.2,51.4,1105.6,5.95,0.43,0.05,0.81,0.19,0.9500000000000001,2.14,0.1,3.05,1.43,0.76,0.81,6,26.3,0.67,10.9,0.33,0,0,0.81,0.38,0,0,0.05
Moussa Niakhate,Nott'ham Forest,26,2,2,160,0,0,0,1.67,1.11,8.5,0,0,27.8,21.1,416.1,1.11,0,0,0,0,0,0,0,1.12,0.56,6.11,3.33,12.2,32.2,1.67,2.22,0,0,0,1.67,0,0,0,0
Rasmus Nissen,Leeds United,25,14,13,1133,0,0,0.08,0.56,0.08,14.7,0,0,53.6,37.6,612.1,2.78,1.11,0.16,0.56,0,0.56,1.59,0.16,3.01,1.67,1.59,1.11,3.65,21.9,1.19,16.1,0.32,0,0,1.27,0.32,0.08,0,0
