player_name,team,age,matches_played,matches_started,minutes_played,own_goals,goals,assists,shots,shots_on_target,shot_distance,free_kicks,penalty_kicks,pass_attempted,pass_completed,pass_distance,pass_final_third,pass_18_yard,crosses_18_yard,pass_before_shot,corner_kicks,chance_created,shot_creation_actions,goal_creation_actions,blocks,interceptions,aerial_battles_won,aerial_battles_lost,touches_defensive_pen,touches_defensive_third,touches_attacking_pen,touches_attacking_third,yellow_card,yellow_card_2nd,red_card,fouls_commited,fouls_drawn,offsides,penalty_won,penalty_conceded
Eddie Nketiah,Arsenal,23,19,7,781,0,4,0,3.45,1.49,12.1,0,0,22.8,18.6,258.6,0.69,0.69,0,0.57,0,0.57,2.3,0.11,1.14,0.11,0.8,2.87,1.03,2.87,7.01,19.9,0.11,0,0,2.53,1.95,0.8,0,0
Matheus Nunes,Wolves,24,19,17,1408,0,0,0.06,1.41,0.38,18.2,0,0,38.3,30.6,557.4,3.01,0.58,0.06,1.15,0.45,1.3399999999999999,2.37,0.13,1.92,0.64,0.77,0.9,2.31,11.3,2.18,16.3,0.06,0,0,1.67,1.54,0,0,0.06
Darwin Núñez,Liverpool,23,15,11,989,0,5,0.18,5.55,2.27,15.4,0,0,19.1,12.3,176.4,0.55,0.55,0.09,1.64,0.09,1.73,3.18,0.09,1.64,0.18,2.27,2.64,0.64,2.36,9.18,21.7,0.09,0,0.09,1.09,0.91,1.18,0,0
Ethan Nwaneri,Arsenal,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Christian Nørgaard,Brentford,28,12,11,959,0,1,0.19,0.93,0.56,11.6,0,0,42.2,30.7,495,3.83,0.37,0,0.65,0,0.8400000000000001,1.96,0.47,2.99,2.15,0.84,0.93,4.49,17.8,2.15,8.5,0.09,0,0,1.4,0.93,0,0,0
Lewis O'Brien,Nott'ham Forest,24,13,6,584,0,1,0,1.08,0.31,23.8,0,0,32.9,25.5,428.5,2.92,0.46,0,0.62,0,0.62,3.23,0,4,0.77,0.31,0.92,2.92,11.1,0.46,10.9,0.31,0,0,0.77,2.31,0,0,0
Angelo Ogbonna,West Ham,34,7,5,477,0,0,0,0.19,0,11.1,0,0,30.2,25.5,502.1,0.19,0.19,0,0.38,0,0.38,0.57,0,0.76,1.32,2.08,2.64,6.42,23.4,0.75,1.7,0,0,0,0,0.38,0,0,0
Michael Olise,Crystal Palace,21,21,15,1375,0,2,0.26,1.5,0.33,21.4,0.13,0,48.4,34,563.7,2.61,1.37,0.39,2.29,3.33,2.36,4.25,0.26,3.27,0.59,0.39,0.92,0.78,8.17,2.75,29.1,0.13,0,0,0.85,1.76,0.2,0,0
Robin Olsen,Aston Villa,33,3,2,236,0,0,0,0,0,0,0,0,42.7,25,675,0.77,0,0,0,0,0,0,0,0,0,0,0,38.8,45.4,0,0,0,0,0,0,0,0,0,0
Amadou Onana,Everton,21,19,17,1485,0,1,0.06,1.21,0.18,15.9,0,0,38.1,32.1,525.9,3.27,0.42,0,0.61,0,0.79,1.33,0.06,2.06,1.15,2,2.06,2.36,11.6,1.82,9.94,0.36,0,0,1.82,2.06,0,0,0
Josh Onomah,Fulham,25,2,0,15,0,0,0,0,0,0,0,0,30,20,270,0,0,0,0,0,0,0,0,10,0,5,0,0,15,0,20,0,0,0,0,0,0,0,0
Paul Onuachu,Southampton,28,2,1,118,0,0,0,0.77,0.77,11.1,0,0,23.1,15.4,228.5,3.08,0,0,2.31,0,2.31,3.08,0,0,0,11.5,10,0.77,1.54,7.69,20,0,0,0,2.31,0.77,0.77,0,0
Frank Onyeka,Brentford,25,12,4,442,0,0,0.2,0.61,0.2,10.9,0,0,26.3,19.8,302.2,2.24,0.61,0,1.02,0,1.02,2.45,0.82,3.26,1.02,1.02,2.04,2.45,12,2.65,10,0,0,0,1.84,2.24,0.2,0,0
Mislav Ori?,Southampton,30,1,0,7,0,0,0,0,0,0,0,0,30,20,160,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,10,0,0
Dango Ouattara,Bournemouth,21,3,3,258,0,0,0.69,3.45,0.69,11.9,0,0,23.4,15.9,270.3,2.76,1.38,1.03,1.38,0,1.38,3.1,0.69,1.38,1.38,3.1,1.72,3.79,8.97,4.83,16.9,0,0,0,0.69,1.38,0.69,0,0
Alex Oxlade-Chamberlain,Liverpool,29,8,4,314,0,1,0,2,0.86,16.3,0,0,28.3,20.9,344.6,2.29,0.57,0,1.43,0,2,2.57,0,2.29,0.29,0.29,1.14,0.86,4.86,4.29,18.3,0,0,0,0.86,1.14,0.29,0,0
David Ozoh,Crystal Palace,17,1,0,1,0,0,0,0,0,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
João Palhinha,Fulham,27,22,22,1955,0,3,0,1.29,0.32,16.4,0,0,34.9,28.1,488.8,3.46,0.09,0,0.14,0,0.14,0.88,0,2.94,1.38,2.17,1.24,2.44,11.4,1.24,7.42,0.37,0,0,1.15,1.24,0.05,0,0
Cole Palmer,Manchester City,20,9,0,119,0,0,0,1.54,0,13.8,0,0,55.4,47.7,784.6,1.54,3.85,0.77,2.31,0.77,2.31,3.85,0,0,0.77,0.77,0.77,1.54,6.92,11.5,41.5,0.77,0,0,0.77,2.31,0.77,0,0
Emerson Palmieri,West Ham,28,11,7,547,0,1,0,1.15,0.49,14.4,0,0,46.1,36.2,503.1,2.46,1.15,0.33,0.98,0,0.98,2.62,0,2.3,0.98,1.64,0.49,2.95,13.6,2.62,18,0.16,0,0,1.15,0.82,0,0,0
Lucas Paquetá,West Ham,25,15,14,1084,0,2,0.17,2.58,0.67,19.2,0,0.08,47.6,37.5,596.7,3.83,1.08,0.17,1.08,0,1.6600000000000001,3.08,0.33,3.66,0.83,1.75,1.08,2.33,11.8,2.33,16.3,0.25,0,0,2.25,1.5,0.08,0,0
Thomas Partey,Arsenal,29,18,18,1539,0,2,0,1.29,0.18,20.7,0,0,71.5,61.6,1084,8.07,0.76,0.06,1.11,0,1.4000000000000001,3.04,0.23,1.63,1.17,1.17,0.94,2.75,15.6,0.82,16.1,0.12,0,0,1.11,0.64,0,0,0
Nathan Patterson,Everton,21,13,11,988,0,0,0,0.73,0.09,18.2,0,0,47,36,530.1,1.45,0.55,0.18,0.36,0,0.44999999999999996,1.55,0,3.45,1,0.64,0.73,4.45,21.2,1.45,17.7,0.27,0,0,0.73,0.91,0.09,0,0
Ben Pearson,Bournemouth,28,7,3,286,0,0,0,0.63,0.31,25.2,0,0,41.9,33.8,566.9,2.5,0,0,0,0,0,0.63,0,2.5,0.63,0.63,0.94,2.5,17.5,0,5.31,0.31,0,0,2.81,0.63,0,0,0
Facundo Pellistri,Manchester Utd,21,1,0,32,0,0,0,0,0,0,0,0,20,20,260,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,2.5,0,12.5,0,0,0,2.5,2.5,0,0,0
Andreas Pereira,Fulham,27,23,23,1904,0,2,0.28,1.42,0.52,21.9,0.42,0.05,35.6,23,433.5,2.78,0.85,0.42,2.45,3.96,2.45,4.06,0.38,1.7,0.19,0.33,0.94,0.57,3.4,1.98,20.4,0.28,0,0,1.32,1.13,0.09,0,0.05
Ricardo Pereira,Leicester City,29,1,0,3,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Ayoze Pérez,Leicester City,29,8,3,382,0,0,0.24,1.9,0.48,15.9,0,0,40.7,28.1,404.3,3.1,1.43,0,2.62,2.62,3.81,3.33,0.48,2.86,0.48,0.48,0.95,0.71,9.05,4.05,25.7,0,0,0,1.67,2.86,0,0,0
Ivan Perii?,Tottenham,34,23,16,1420,0,0,0.32,0.95,0.19,13.5,0.06,0,48,31.1,549.7,1.14,1.65,1.14,2.03,3.16,2.03,2.97,0.32,2.2800000000000002,1.01,1.14,1.27,2.34,13.9,3.73,24.4,0.19,0,0,1.27,0.13,0.25,0,0
Romain Perraud,Southampton,25,20,14,1179,0.08,2,0.15,1.76,0.31,21.5,0,0,41.8,28.9,408,2.21,0.61,0.31,0.92,0.08,1,2.44,0.38,1.98,1.22,0.61,1.45,1.91,15.3,2.37,21.1,0.15,0,0,1.22,0.76,0.23,0,0
Kalvin Phillips,Manchester City,27,3,0,21,0,0,0,5,0,28.1,0,0,100,80,1515,20,0,0,0,0,0,5,0,20,0,0,0,15,35,0,20,0,0,0,15,0,0,0,0
Nathaniel Phillips,Liverpool,25,2,1,66,0,0,0,1.43,0,10.8,0,0,117.1,101.4,1948.6,10,0,0,0,0,0,1.43,0,0,2.86,5.71,0,4.29,37.1,1.43,2.86,0,0,0,1.43,0,0,0,0
Jordan Pickford,Everton,28,20,20,1800,0,0,0.05,0,0,0,0,0,36.8,22.8,726.7,1.45,0.05,0,0.1,0,0.15000000000000002,0.3,0.05,0,0.1,0.2,0.15,29.9,39,0,0,0.2,0,0,0.05,0.1,0,0,0.05
Ethan Pinnock,Brentford,29,14,14,1260,0.07,0,0,0.5,0.21,8.6,0,0,35.8,26.1,469.9,1.64,0,0,0.29,0,0.29,0.64,0.14,2,1,4,2.07,12.1,30.4,1.79,3.79,0,0,0,0.29,0.29,0,0,0
Daniel Podence,Wolves,27,21,16,1312,0,5,0,2.26,0.89,16.7,0,0,34.1,23.2,382.2,1.71,2.05,0.34,1.92,1.23,2.4,3.7,0.14,1.78,0.27,0.41,0.62,0.62,6.44,3.9,23.8,0.27,0,0,1.51,1.3,0.14,0,0
Nick Pope,Newcastle Utd,30,22,22,1980,0,0,0,0,0,0,0,0,25.7,17.6,489.5,0.41,0,0,0,0,0,0.05,0,0,0,0.09,0,23.3,27.7,0,0,0.14,0,0,0,0,0,0,0
Pedro Porro,Tottenham,23,1,1,74,0,0,0,0,0,0,0,0,38.8,30,410,1.25,1.25,1.25,0,0,0,0,0,2.5,2.5,1.25,1.25,0,23.8,0,7.5,0,0,0,0,3.75,0,0,0
Dennis Praet,Leicester City,28,12,4,377,0,1,0,0.48,0.24,15.4,0,0,32.4,24,344,0.95,0.71,0,0,0.24,0.24,1.19,0,3.34,0.48,0,2.14,1.67,8.1,0.95,15.2,0.24,0,0,1.19,1.67,0.24,0,0
Isaac Price,Everton,19,1,0,33,0,0,0,0,0,0,0,0,35,30,507.5,2.5,0,0,2.5,0,2.5,5,0,5,0,0,0,2.5,12.5,0,5,2.5,0,0,0,0,0,0,0
Christian Pulisic,Chelsea,24,16,6,609,0,1,0.15,2.21,0.59,16.8,0,0,33.7,27.2,362.8,1.76,0.15,0,1.62,0,1.62,2.94,0.44,1.18,0.29,0.59,2.35,0.44,6.32,4.71,23.7,0.15,0,0,1.32,2.06,0,0,0
Aaron Ramsdale,Arsenal,24,21,21,1890,0,0,0,0,0,0,0,0,28.9,19.2,500.1,0.86,0.1,0,0,0,0,0.1,0,0,0,0.14,0,22.4,30.4,0,0,0,0,0,0,0.14,0,0,0
Jacob Ramsey,Aston Villa,21,18,15,1236,0.07,2,0.15,0.88,0.51,19.2,0,0,36.6,30.3,424.8,3.28,0.8,0,1.24,0,1.24,2.77,0.22,4.67,1.09,0.66,1.53,1.9,8.69,2.26,15.2,0.29,0,0,1.09,1.9,0.07,0,0
Marcus Rashford,Manchester Utd,25,22,20,1795,0,11,0.15,3.02,1.31,15.9,0.2,0,25.8,19.4,280.3,1.06,1.61,0.1,0.85,0,0.95,2.66,0.4,2.42,0.25,0.85,1.51,0.5,3.32,5.48,21,0.1,0,0,0.4,0.75,0.45,0,0
David Raya,Brentford,27,22,22,1980,0,0,0,0,0,0,0,0,42.6,26.9,921,1.95,0.14,0,0.09,0,0.09,0.32,0.05,0.1,0,0.5,0.05,32.6,42.3,0,0,0.05,0,0,0,0.09,0,0,0
Tim Ream,Fulham,35,23,23,2067,0,1,0,0.13,0.09,9.8,0,0,57,49.2,1075.5,3.7,0,0,0.04,0,0.04,0.83,0,2.7899999999999996,1.52,1.26,0.78,9.13,34.3,0.52,2.13,0.09,0,0,0.48,0.26,0.04,0,0
Nathan Redmond,Southampton,28,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harrison Reed,Fulham,28,22,22,1815,0,2,0.05,0.79,0.2,20.5,0,0,38.1,28.7,444.3,2.52,0.99,0.4,1.04,0.1,1.04,2.08,0.15,3.17,0.69,0.94,1.09,1.83,8.37,1.29,13.5,0.25,0,0,0.94,0.69,0.1,0,0
Bobby Reid,Fulham,30,22,22,1817,0,4,0.05,1.24,0.45,13.3,0,0,35.3,24.5,378.3,1.44,1.24,0.35,0.64,0,0.64,2.03,0.15,2.08,0.69,0.45,1.39,2.38,9.5,2.72,18.7,0.35,0,0,1.53,0.79,0.3,0.1,0.05
Declan Rice,West Ham,24,22,22,1980,0,1,0.05,1.14,0.18,24.9,0,0,60.2,52.8,968.8,7.05,0.36,0.14,1.18,0.18,1.27,3,0.14,2.27,1.59,1.05,0.68,3.09,17.8,0.64,11.7,0.14,0,0,0.77,0.23,0.05,0,0
Chris Richards,Crystal Palace,22,7,3,348,0,0,0,1.03,0,9.1,0,0,35.1,29,566.7,1.79,0,0,0.26,0,0.26,0.51,0,4.62,2.05,2.31,0.51,10,26.2,1.28,4.62,0,0,0,0.26,0.26,0.26,0,0
Richarlison,Tottenham,25,14,5,503,0,0,0.36,2.5,0.89,12.7,0,0,28,20.7,314.6,1.79,1.43,0.36,1.61,0,2.1500000000000004,3.39,0.54,3.2199999999999998,0.71,0.71,1.61,1.25,8.75,5.18,19.3,0.36,0,0,1.25,2.14,0.54,0.18,0
Jaïro Riedewald,Crystal Palace,26,4,0,49,0,0,0,0,0,0,0,0,70,52,702,2,0,0,0,2,0,0,0,4,0,2,2,12,32,0,20,0,0,0,2,0,0,0,0
Matt Ritchie,Newcastle Utd,33,2,0,4,0,0,0,0,0,0,0,0,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,Liverpool,28,18,15,1322,0,0,0.34,0.61,0.07,14.5,0,0,75.5,59.5,1019.1,3.4,1.36,0.68,2.04,3.33,2.04,3.95,0.48,2.04,0.75,0.75,0.88,2.86,24.5,2.65,26.1,0,0,0,0.68,0.48,0.14,0,0
Antonee Robinson,Fulham,25,20,20,1738,0,0,0,0.05,0,27.8,0,0,53.9,39.5,678.6,3.01,1.24,0.67,0.67,0,0.67,1.92,0.1,3.5200000000000005,1.4,1.09,0.83,3.68,21.6,0.93,16.4,0.26,0,0,0.83,0.62,0.1,0,0.05
Marc Roca,Leeds United,26,20,19,1461,0,1,0.06,0.93,0.37,21.8,0.06,0,53.2,40.9,662.7,6.67,0.68,0,1.05,0.86,1.05,1.54,0.12,2.59,1.17,0.8,0.62,1.91,13.8,1.11,12.9,0.25,0,0,1.23,0.93,0,0,0
Marek Rodák,Fulham,26,2,2,180,0,0,0,0,0,0,0,0,30.5,14.5,585,0,0,0,0,0,0,0,0,0,0,0.5,0,29,32.5,0,0,0,0,0,0,0,0,0,0
Rodri,Manchester City,26,20,20,1733,0,1,0.21,1.61,0.36,18.2,0,0,96.9,88.4,1639.3,9.22,1.09,0.05,1.14,0,1.19,3.42,0.47,2.9,1.14,2.44,1.19,3.63,22.6,1.81,20.3,0.16,0,0,1.61,0.57,0.1,0,0
Rodrigo,Leeds United,31,18,17,1296,0,10,0.07,3.61,1.32,16.4,0.14,0.07,27.1,19,280.6,1.32,0.76,0.14,0.9,0.07,1.1800000000000002,2.08,0.14,1.3900000000000001,0.21,1.32,2.92,1.04,3.4,5.42,16.8,0.21,0,0,1.11,0.28,0.49,0,0
Mads Roerslev,Brentford,23,14,10,933,0,0,0,0.29,0,14.8,0,0,24.4,15.7,245,1.15,0.58,0.38,0.67,0,0.8600000000000001,1.15,0.1,2.12,0.67,0.67,0.87,3.85,13.7,1.06,8.75,0,0,0,0.19,0.29,0,0,0
Cristian Romero,Tottenham,24,14,13,1194,0,0,0,0.45,0.15,14.7,0,0,58.9,51.2,940.9,3.23,0.38,0,0.23,0,0.31,0.6,0,2.4,1.43,2.11,0.9,10.9,34.5,0.6,4.21,0.53,0.08,0.08,1.65,0.38,0,0,0
Oriol Romeu,Southampton,31,1,1,74,0,0,0,0,0,0,0,0,37.5,35,566.3,0,2.5,0,0,0,0,3.75,0,2.5,1.25,2.5,0,2.5,6.25,1.25,17.5,0,0,0,1.25,2.5,0,0,0
Cristiano Ronaldo,Manchester Utd,38,10,4,525,0,1,0,4.31,1.03,17.7,0.17,0,27.9,20.9,243.4,1.21,0.17,0,1.03,0,1.37,1.72,0,0,0.17,2.59,1.38,1.38,4.31,5.52,18.3,0.34,0,0,1.21,0.86,1.38,0,0
Connor Ronan,Wolves,24,1,0,1,0,0,0,0,0,0,0,0,4,3,37,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Salomón Rondón,Everton,33,7,1,109,0,0,0,3.33,0.83,19.3,0,0,24.2,18.3,169.2,1.67,0.83,0,1.67,0,1.67,3.33,0,1.66,0,5.83,5,0.83,1.67,3.33,15.8,0,0,0,3.33,0,1.67,0,0
Joe Rothwell,Bournemouth,28,7,1,157,0,0,0,0.59,0.59,29.6,0.59,0,41.2,35.3,595.3,2.94,2.35,0,1.76,2.35,2.35,2.94,0,2.36,1.18,0,1.18,2.94,12.4,0.59,12.4,0,0,0,1.18,0.59,0,0,0
Georginio Rutter,Leeds United,20,2,0,52,0,0,0,0,0,0,0,0,13.3,5,78.3,0,0,0,0,0,0,1.67,0,0,1.67,5,1.67,3.33,6.67,3.33,18.3,0,0,0,1.67,3.33,0,0,0
José Sá,Wolves,30,22,22,1980,0,0,0,0,0,0,0,0,34.1,24.5,603.6,0.32,0,0,0,0,0,0,0,0,0,0.23,0.05,32.5,35.9,0,0,0,0,0,0,0.18,0,0,0
Marcel Sabitzer,Manchester Utd,28,2,1,91,0,0,0,3,1,22.1,0,0,53,43,695,4,3,1,3,0,3,4,0,6,1,1,0,5,16,2,26,1,0,0,2,0,0,0,0
Allan Saint-Maximin,Newcastle Utd,25,14,6,635,0,1,0.42,2.39,0.85,17.4,0,0,35.2,23.9,399.4,2.11,2.54,0.28,1.55,0,1.69,4.37,0.85,0.56,0.56,0.14,0,0.7,5.35,5.07,27,0.14,0,0,0.42,1.55,0.14,0,0
Bukayo Saka,Arsenal,21,21,21,1801,0,7,0.4,2.45,0.75,15.5,0,0.05,39.5,30.4,452.9,1.15,1.95,0.45,2.45,2.45,2.45,4.8,0.8,2.1,0.55,0.3,1.15,0.45,4.35,5.95,34.5,0.2,0,0,1.15,1.65,0.2,0,0
Mohamed Salah,Liverpool,30,20,20,1776,0,7,0.2,3.15,1.22,14.7,0,0,27.3,20.5,265.4,1.17,1.98,0.15,1.93,0,2.08,3.76,0.41,1.12,0.2,0.15,0.61,0.15,2.34,7.51,25.9,0,0,0,0.71,0.61,0.71,0,0
William Saliba,Arsenal,21,21,21,1875,0.05,2,0.05,0.24,0.14,10.4,0,0,64.8,59.4,1051,3.13,0.1,0,0.19,0,0.19,0.48,0.05,1.05,0.82,1.78,1.49,7.02,32.7,0.48,1.73,0.19,0,0,0.77,0.43,0,0,0.1
Mohammed Salisu,Southampton,23,21,21,1889,0.05,0,0.05,0.76,0.19,12.1,0,0,55,40.4,745.1,3.76,0.33,0.19,0.33,0,0.38,1.1,0.1,5.050000000000001,1.43,2.57,1.24,9.81,34.4,1.05,5.76,0.24,0,0,1.19,0.14,0.05,0,0
Albert Sambi Lokonga,Arsenal,23,6,2,198,0,0,0,0,0,0,0,0,63.6,60,1055,7.73,0.45,0,0.45,0,0.9,1.82,0,0.9,2.27,1.36,0.91,2.73,14.5,0,13.2,0,0,0,0.45,2.27,0,0,0
Albert Sambi Lokonga,Crystal Palace,23,2,0,54,0,0,0,0,0,0,0,0,70,58.3,1050,1.67,0,0,0,0,0,0,0,6.67,1.67,1.67,0,6.67,31.7,0,6.67,1.67,0,0,1.67,1.67,0,0,0
Davinson Sánchez,Tottenham,26,13,6,573,0,0,0,0.63,0.31,13,0,0,63.4,55.6,1005.3,4.38,0.16,0.16,0.16,0,0.16,0.63,0,2.8199999999999994,1.56,2.5,1.41,9.84,40,1.25,5,0.16,0,0,0.78,0.63,0.16,0,0.16
Robert Sánchez,Brighton,25,21,21,1890,0,0,0,0,0,0,0,0,34.3,26,601,0.52,0,0,0,0,0,0.05,0,0,0.14,0.29,0,30.5,36.2,0,0,0.05,0,0,0.05,0,0,0,0.05
Jadon Sancho,Manchester Utd,22,11,10,746,0,3,0.12,0.96,0.6,15.3,0,0,38.8,31.8,383,0.84,2.05,0,2.05,0,2.17,4.58,0.72,1.44,0.48,0.24,0.96,0.24,5.3,5.3,26.1,0,0,0,0.36,0.6,0.36,0,0
Morgan Sanson,Aston Villa,28,2,0,11,0,0,0,0,0,0,0,0,70,50,550,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,40,0,0,0,0,20,0,0,0
Pablo Sarabia,Wolves,30,3,2,194,0,0,0,2.27,0,14.7,0,0,33.2,24.5,352.7,1.36,0.45,0,0.45,3.18,0.45,2.73,0,0.9,0,0.45,2.73,0,8.18,2.27,18.2,0,0,0,0.91,0.91,0.45,0,0
Jeremy Sarmiento,Brighton,20,7,1,165,0,0,0.56,2.78,1.11,20.5,0,0,32.8,25.6,337.8,2.22,1.67,0.56,1.11,0,1.11,4.44,1.11,0,0.56,0,2.22,0,6.67,5.56,21.7,0.56,0,0,2.22,2.22,0,0,0
Gianluca Scamacca,West Ham,24,16,11,926,0,3,0,2.91,0.97,18.7,0.1,0,17.2,11.5,195.5,1.36,0.49,0.1,1.26,0,1.26,2.33,0.1,0.58,0.39,1.65,2.04,0.49,1.26,3.69,12.4,0.29,0,0,1.55,0.97,0.58,0,0
Gustavo Scarpa,Nott'ham Forest,29,4,2,160,0,0,0,3.33,0.56,25.6,0,0,36.1,25,537.8,5,0,0,0.56,0.56,1.12,5,0,3.34,0,0.56,1.11,1.11,10.6,0.56,13.3,0.56,0,0,1.67,3.89,0,0,0
Kevin Schade,Brentford,21,3,0,27,0,0,0,0,0,0,0,0,30,16.7,193.3,0,0,0,0,0,0,3.33,3.33,6.66,0,6.67,3.33,0,6.67,6.67,26.7,3.33,0,0,3.33,0,0,0,0
Fabian Schär,Newcastle Utd,31,21,21,1873,0,1,0,1.54,0.43,15.1,0.1,0,52.9,40,823.9,4.13,0.63,0.05,0.58,0,0.77,1.78,0.1,2.3,1.78,2.64,1.25,7.45,31.7,2.07,5.96,0.19,0,0,0.48,0.72,0.19,0,0
Jeffrey Schlupp,Crystal Palace,30,22,19,1630,0,1,0,0.88,0.33,18.5,0,0,35.7,27.3,439.6,2.27,0.33,0,0.33,0,0.39,1.44,0.17,3.1,1.1,0.77,1.27,2.65,11.6,1.38,9.83,0.28,0,0,1.99,1.16,0,0,0
Nélson Semedo,Wolves,29,20,15,1272,0,0,0.07,0.21,0,23.8,0,0,47.7,38.3,591.4,2.91,0.57,0.21,0.5,0,0.71,1.42,0.14,3.12,1.06,0.92,1.06,4.68,19.8,0.85,15.7,0.35,0,0.07,1.63,0.99,0,0,0
Antoine Semenyo,Bournemouth,23,2,1,102,0,0,0,0.91,0,18.6,0,0,16.4,10,181.8,0.91,0,0,0,0,0,3.64,0,1.82,0.91,3.64,3.64,0.91,4.55,1.82,10.9,0,0,0,0.91,2.73,0,0,0
Marcos Senesi,Bournemouth,25,18,17,1428,0,1,0,0.13,0.06,5.1,0,0,46.2,36.2,732.5,2.7,0.13,0.06,0.19,0,0.19,0.44,0.06,2.76,1.45,0.75,0.69,11.6,37.8,0.5,1.76,0.13,0,0,0.94,0.5,0,0,0.13
Ryan Sessegnon,Tottenham,22,17,9,813,0,2,0,2,0.67,14.6,0,0,43.3,31.1,454.8,1.78,1.22,0.33,0.67,0,0.89,2.56,0.22,1.78,0.67,1.11,1.11,3.22,17.4,3,18.7,0.44,0,0,1.67,0.67,0.78,0,0
Luke Shaw,Manchester Utd,27,18,17,1503,0,1,0.06,0.36,0.18,17.2,0,0,74.3,61.1,927.1,5.87,1.26,0.6,1.08,0.54,1.1400000000000001,2.34,0.3,3.48,1.32,1.44,1.08,5.03,26.2,0.9,18.4,0.24,0,0,1.68,0.84,0,0,0
Jonjo Shelvey,Newcastle Utd,30,3,0,37,0,0,0,0,0,0,0,0,65,47.5,1105,10,0,0,0,0,0,0,0,5,0,0,0,0,20,0,5,0,0,0,2.5,0,0,0,0
